"_time","IP_Sessions(K)"
"2021-06-01T17:00:00.000-0400","12483.327"
"2021-06-01T18:00:00.000-0400","12457.254"
"2021-06-01T19:00:00.000-0400","12428.997"
"2021-06-01T20:00:00.000-0400","12396.868000000002"
"2021-06-01T21:00:00.000-0400","12340.369"
"2021-06-01T22:00:00.000-0400","12241.989"
"2021-06-01T23:00:00.000-0400","12127.235999999999"
"2021-06-02T00:00:00.000-0400","12026.204"
"2021-06-02T01:00:00.000-0400","11937.468"
"2021-06-02T02:00:00.000-0400","11865.219000000001"
"2021-06-02T03:00:00.000-0400","11813.915"
"2021-06-02T04:00:00.000-0400","11782.964"
"2021-06-02T05:00:00.000-0400","11810.787999999999"
"2021-06-02T06:00:00.000-0400","11900.787999999999"
"2021-06-02T07:00:00.000-0400","12033.939"
"2021-06-02T08:00:00.000-0400","12172.545"
"2021-06-02T09:00:00.000-0400","12287.016"
"2021-06-02T10:00:00.000-0400","12372.023000000001"
"2021-06-02T11:00:00.000-0400","12428.013"
"2021-06-02T12:00:00.000-0400","12453.291000000001"
"2021-06-02T13:00:00.000-0400","12466.693000000001"
"2021-06-02T14:00:00.000-0400","12479.248"
"2021-06-02T15:00:00.000-0400","12487.838"
"2021-06-02T16:00:00.000-0400","12492.182999999999"
"2021-06-02T17:00:00.000-0400","12480.175"
"2021-06-02T18:00:00.000-0400","12454.529000000002"
"2021-06-02T19:00:00.000-0400","12425.526"
"2021-06-02T20:00:00.000-0400","12391.378"
"2021-06-02T21:00:00.000-0400","12337.296"
"2021-06-02T22:00:00.000-0400","12243.162999999999"
"2021-06-02T23:00:00.000-0400","12127.404"
"2021-06-03T00:00:00.000-0400","12026.199"
"2021-06-03T01:00:00.000-0400","11936.551000000001"
"2021-06-03T02:00:00.000-0400","11863.803"
"2021-06-03T03:00:00.000-0400","11812.915999999997"
"2021-06-03T04:00:00.000-0400","11781.16"
"2021-06-03T05:00:00.000-0400","11802.017"
"2021-06-03T06:00:00.000-0400","11882.707"
"2021-06-03T07:00:00.000-0400","12010.184"
"2021-06-03T08:00:00.000-0400","12150.789999999999"
"2021-06-03T09:00:00.000-0400","12269.845000000001"
"2021-06-03T10:00:00.000-0400","12359.815999999999"
"2021-06-03T11:00:00.000-0400","12417.971999999998"
"2021-06-03T12:00:00.000-0400","12443.009"
"2021-06-03T13:00:00.000-0400","12461.213000000002"
"2021-06-03T14:00:00.000-0400","12474.225999999999"
"2021-06-03T15:00:00.000-0400","12482.75"
"2021-06-03T16:00:00.000-0400","12486.971000000001"
"2021-06-03T17:00:00.000-0400","12478.071"
"2021-06-03T18:00:00.000-0400","12450.539"
"2021-06-03T19:00:00.000-0400","12426.429"
"2021-06-03T20:00:00.000-0400","12396.357"
"2021-06-03T21:00:00.000-0400","12342.638"
"2021-06-03T22:00:00.000-0400","12249.945"
"2021-06-03T23:00:00.000-0400","12134.586"
"2021-06-04T00:00:00.000-0400","12028.965"
"2021-06-04T01:00:00.000-0400","11937.964"
"2021-06-04T02:00:00.000-0400","11862.53"
"2021-06-04T03:00:00.000-0400","11809.511999999999"
"2021-06-04T04:00:00.000-0400","11710.722999999998"
"2021-06-04T05:00:00.000-0400","11733.367999999999"
"2021-06-04T06:00:00.000-0400","11830.28"
"2021-06-04T07:00:00.000-0400","11979.334"
"2021-06-04T08:00:00.000-0400","12133.479"
"2021-06-04T09:00:00.000-0400","12258.789999999999"
"2021-06-04T10:00:00.000-0400","12350.442"
"2021-06-04T11:00:00.000-0400","12411.742"
"2021-06-04T12:00:00.000-0400","12439.789"
